0.2967 	 2.9737 	 12.7434 	 0.1796 	 0.3812 	 86.6177 	 4.5919 	 1.0000 	 2079.4415 
11.8123 	 3.5900 	 6.4589 	 6.5749 	 9.1725 	 21.3654 	 26.4318 	 0.1636 	 1124.6083 
6.8511 	 2.8575 	 4.6130 	 4.4668 	 6.8547 	 23.8781 	 23.8652 	 0.1164 	 1127.9034 
0.1331 	 0.0427 	 0.3208 	 0.0328 	 15.1212 	 9.9520 	 83.6800 	 1.0000 	 2079.4415 
18.7201 	 4.1672 	 5.4137 	 7.6419 	 4.2599 	 21.0459 	 32.4896 	 0.1553 	 1126.8635 
11.7880 	 3.5829 	 6.4574 	 6.5491 	 9.1600 	 21.3666 	 26.4313 	 0.1635 	 1124.6080 
11.7851 	 3.5824 	 6.4573 	 6.5489 	 9.1798 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.7667 	 3.5809 	 6.4517 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
0.7548 	 0.2167 	 6.1319 	 5.7566 	 2.7561 	 12.2439 	 2.4950 	 1.0000 	 2079.4415 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1480 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.7851 	 3.5824 	 6.4574 	 6.5489 	 9.1799 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
18.7063 	 4.1664 	 5.4088 	 7.5840 	 4.2597 	 21.0459 	 32.4903 	 0.1552 	 1126.8638 
11.7667 	 3.5808 	 6.4516 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7666 	 3.5808 	 6.4516 	 6.5196 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
0.0841 	 5.9460 	 13.1359 	 16.8266 	 1.9135 	 53.9316 	 13.6046 	 1.0000 	 2079.4415 
11.8122 	 3.5900 	 6.4589 	 6.5749 	 9.1725 	 21.3654 	 26.4318 	 0.1636 	 1124.6083 
11.7667 	 3.5808 	 6.4516 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1481 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.7667 	 3.5808 	 6.4516 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7852 	 3.5824 	 6.4574 	 6.5489 	 9.1799 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.7851 	 3.5824 	 6.4573 	 6.5489 	 9.1798 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.8122 	 3.5900 	 6.4589 	 6.5749 	 9.1725 	 21.3654 	 26.4318 	 0.1636 	 1124.6083 
11.7667 	 3.5808 	 6.4517 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7880 	 3.5829 	 6.4574 	 6.5491 	 9.1600 	 21.3666 	 26.4313 	 0.1635 	 1124.6080 
1.8185 	 7.8492 	 13.5321 	 19.3997 	 0.0499 	 23.2997 	 80.8062 	 1.0000 	 2079.4415 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1480 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
190.2089 	 0.0138 	 0.0210 	 104.5879 	 190.2089 	 38.1104 	 28.0180 	 0.3104 	 1307.5609 
18.6727 	 4.1530 	 5.4035 	 7.6050 	 4.2418 	 21.0459 	 32.5383 	 0.1552 	 1126.8634 
11.7880 	 3.5829 	 6.4574 	 6.5491 	 9.1600 	 21.3666 	 26.4313 	 0.1635 	 1124.6080 
1.7589 	 0.4316 	 0.0193 	 0.0688 	 8.7417 	 1.6579 	 77.7226 	 1.0000 	 2079.4415 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1481 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.7900 	 3.5870 	 6.4343 	 6.5439 	 9.1580 	 21.3662 	 26.4317 	 0.1635 	 1124.6081 
11.7851 	 3.5823 	 6.4573 	 6.5489 	 9.1798 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.2144 	 17.3012 	 30.2920 	 0.7989 	 0.1001 	 9.1747 	 45.7461 	 1.0000 	 2079.4415 
11.8122 	 3.5900 	 6.4589 	 6.5748 	 9.1725 	 21.3654 	 26.4318 	 0.1636 	 1124.6083 
11.7851 	 3.5824 	 6.4574 	 6.5489 	 9.1798 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
18.6877 	 4.1540 	 5.4074 	 7.6635 	 4.2420 	 21.0459 	 32.5376 	 0.1553 	 1126.8635 
4.8626 	 0.5843 	 0.5006 	 0.3640 	 0.0347 	 23.4109 	 9.6219 	 1.0000 	 2079.4415 
11.7667 	 3.5808 	 6.4516 	 6.5197 	 9.1679 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7667 	 3.5809 	 6.4517 	 6.5197 	 9.1680 	 21.3674 	 26.3900 	 0.1634 	 1124.6080 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1481 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.8041 	 3.5842 	 6.4628 	 6.5780 	 9.1920 	 21.3659 	 26.3903 	 0.1636 	 1124.6081 
11.7851 	 3.5824 	 6.4574 	 6.5489 	 9.1799 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1481 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.7694 	 3.5812 	 6.4518 	 6.5199 	 9.1480 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
11.7740 	 0.1460 	 0.0484 	 0.2303 	 0.0429 	 43.9479 	 25.2400 	 1.0000 	 2079.4415 
18.6726 	 4.1530 	 5.4035 	 7.6050 	 4.2418 	 21.0459 	 32.5383 	 0.1552 	 1126.8634 
10.7002 	 1.6335 	 0.0463 	 0.2790 	 0.0555 	 0.7088 	 28.9405 	 1.0000 	 2079.4415 
11.7851 	 3.5824 	 6.4574 	 6.5489 	 9.1799 	 21.3667 	 26.3901 	 0.1635 	 1124.6079 
11.7693 	 3.5812 	 6.4518 	 6.5199 	 9.1480 	 21.3673 	 26.4312 	 0.1634 	 1124.6082 
