14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
14.0417 	 8.2598 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2729 	 1.9586 	 8.6867 	 10.2852 	 1.2613 	 0.0173 	 1263.9604 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
14.0417 	 8.2598 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
14.0417 	 8.2598 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
1.5179 	 19.4158 	 0.0431 	 17.7161 	 7.6226 	 1.0000 	 2079.4415 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2711 	 1.9252 	 8.7594 	 10.3177 	 12.1809 	 0.0108 	 1134.6104 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
14.0417 	 8.2598 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2800 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2729 	 1.9586 	 8.6867 	 10.2852 	 1.2613 	 0.0173 	 1263.9604 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2979 	 29.2356 	 21.5235 	 2.8814 	 30.1578 	 1.0000 	 2079.4415 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2729 	 1.9586 	 8.6867 	 10.2852 	 1.2613 	 0.0173 	 1263.9604 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
0.2711 	 1.9252 	 8.7594 	 10.3177 	 12.1809 	 0.0108 	 1134.6104 
0.2801 	 8.7841 	 8.4873 	 2.3258 	 12.1190 	 0.0423 	 1202.2231 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2711 	 1.9252 	 8.7594 	 10.3177 	 12.1809 	 0.0108 	 1134.6104 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.0341 	 0.2925 	 18.5879 	 17.1860 	 3.6666 	 1.0000 	 2079.4415 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2711 	 1.9252 	 8.7594 	 10.3177 	 12.1809 	 0.0108 	 1134.6104 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
14.0417 	 8.2597 	 8.2097 	 10.0073 	 11.9971 	 0.1075 	 1220.4204 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2760 	 8.9564 	 8.5880 	 10.2367 	 12.1472 	 0.0281 	 1117.9729 
0.2801 	 8.7856 	 8.4882 	 10.1824 	 1.3083 	 0.0421 	 1245.5580 
