1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
28.9318 	 3.8323 	 0.1699 	 1.1770 	 0.0270 	 15.7774 	 1.0000 	 2079.4415 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1683 	 8.8403 	 0.0076 	 1043.3746 
1.1426 	 5.2330 	 6.9418 	 9.1065 	 16.1682 	 8.8403 	 0.0076 	 1043.3746 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9417 	 9.1065 	 16.1682 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1065 	 16.1682 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.3638 	 8.8107 	 5.2349 	 0.0420 	 11.0759 	 30.6847 	 1.0000 	 2079.4415 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1065 	 16.1682 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
0.0634 	 0.9999 	 1.8673 	 0.2956 	 0.0625 	 21.8813 	 0.9999 	 2079.5580 
1.1426 	 5.2330 	 6.9418 	 9.1065 	 16.1682 	 8.8403 	 0.0076 	 1043.3746 
3.7836 	 4.0744 	 0.0199 	 10.9290 	 19.7406 	 29.3328 	 1.0000 	 2079.4415 
0.0345 	 1.8216 	 2.1288 	 2.5732 	 3.2281 	 0.0513 	 0.0000 	 1236.8103 
1.1426 	 5.2330 	 6.9418 	 9.1066 	 16.1684 	 8.8403 	 0.0076 	 1043.3746 
